,Unnamed: 0,person,mean_visited_site,label,mean_conversion,mean_viewed_product,visito_brand_listing,Apple,Motorola,Samsung,Bom - Sem Touch ID,Excelente,Muito Bom,Novo,Bom,vio color mas vendido,ad campaign hit,brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site
2360,2360,1f97fdbe,1.25,0,0.16666666666666666,8.538461538461537,True,106.0,0.0,8.0,1.0,44.0,33.0,1.0,35.0,True,5.5,1.0,2.0,1.0,5.5,0.0,2.0,0.0,0.0,55.5,2.5
2361,2361,1f980dd9,2.0,0,0.0,5.0,True,30.0,0.0,1.0,0.0,17.0,9.0,0.0,5.0,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0
2362,2362,1f9a2678,2.333333333333333,0,0.0,3.8,False,18.0,0.0,2.0,1.0,0.0,6.0,0.0,13.0,True,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.75,1.75
2363,2363,1f9b93ed,1.0,0,0.16666666666666666,2.0,False,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,True,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2364,2364,1f9e10fe,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2365,2365,1fa5706b,1.0,0,0.0,2.5,False,0.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,True,2.0,0.0,1.0,0.0,1.0,0.0,1.5,2.0,0.0,2.5,1.0
2366,2366,1fa640cf,1.0,0,0.0,2.6666666666666665,True,0.0,7.0,5.0,0.0,5.0,2.0,0.0,10.0,True,0.0,13.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,16.0,1.0
2367,2367,1fabb749,1.0,0,0.0,7.0,False,0.0,7.0,0.0,0.0,3.0,3.0,0.0,1.0,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
2368,2368,1faf527d,3.0,0,0.0,6.8181818181818175,False,76.0,0.0,0.0,0.0,25.0,23.0,0.0,27.0,True,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,25.0,2.0
2369,2369,1fb28159,1.0,0,0.0,2.0,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2370,2370,1fb36f3d,1.0,0,0.0,4.0,False,6.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,True,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0
2371,2371,1fb641f3,1.0,0,0.0,2.0,False,1.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,True,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0
2372,2372,1fb6673d,2.0,0,0.0,7.0,True,21.0,0.0,16.0,0.0,21.0,10.0,0.0,6.0,True,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0
2373,2373,1fb9f228,1.0,0,0.0,13.0,False,27.0,0.0,0.0,1.0,14.0,6.0,0.0,6.0,True,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,26.0,1.0
2374,2374,1fd053d3,1.0,0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2375,2375,1fd13fce,1.3333333333333333,0,0.0,4.2,False,22.0,0.0,0.0,2.0,5.0,10.0,0.0,5.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.25,1.0
2376,2376,1fd5c0ed,1.6666666666666667,1,0.0,1.2,True,5.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,True,0.0,2.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,2.0,1.6666666666666667
2377,2377,1fd68cfa,2.8,0,0.0,9.777777777777779,False,0.0,0.0,89.0,0.0,10.0,18.0,1.0,60.0,True,2.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,22.0,3.5
2378,2378,1fd6a5ad,6.428571428571429,0,1.0,7.9411764705882355,True,11.0,21.0,244.0,0.0,78.0,157.0,1.0,45.0,True,4.625,1.75,1.6666666666666667,3.0,5.25,0.0,4.5,0.0,1.0,33.75,5.0
2379,2379,1fdab8bf,6.666666666666668,0,0.8333333333333334,10.44,True,184.0,45.0,6.0,14.0,31.0,64.0,0.0,175.0,True,7.0,12.0,18.0,5.0,22.0,0.0,1.0,0.0,2.0,261.0,20.0
2380,2380,1fe19d91,1.6,0,0.0,14.0,True,109.0,0.0,6.0,0.0,78.0,20.0,0.0,17.0,True,0.0,7.666666666666668,3.0,0.0,2.5,0.0,1.5,1.0,0.0,22.4,1.6
2381,2381,1fe31f13,1.0,0,0.0,1.0,False,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2382,2382,1fe3585e,1.5,0,0.16666666666666666,2.4,True,5.0,0.0,10.0,5.0,1.0,3.0,0.0,6.0,True,3.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0
2383,2383,1fe38dd5,1.0,0,0.0,1.5,False,5.0,0.0,7.0,0.0,2.0,1.0,0.0,9.0,True,1.75,0.0,0.0,0.0,2.0,0.0,0.0,6.5,0.0,3.0,1.0
2384,2384,1fe55c42,1.0,0,0.0,2.0,False,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,True,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2385,2385,1fefe0d6,1.0,0,0.0,6.0,False,0.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
2386,2386,1ff3326b,1.0,0,0.0,4.333333333333333,True,13.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,True,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,2.0
2387,2387,1ff942ab,1.0,0,0.0,1.5,True,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,True,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0
2388,2388,1ffdfbc5,1.3333333333333333,0,0.0,12.0,False,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,True,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0
2389,2389,200004e5,1.0,0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2390,2390,2001285c,1.0,0,0.0,1.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,6.0,3.5,1.0,0.0,1.5,0.0,6.0,0.0,0.0,1.0,1.5
2391,2391,2012df23,1.0,0,0.0,1.0,False,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2392,2392,201a370a,1.6666666666666667,0,0.0,1.7142857142857142,True,0.0,6.0,7.0,0.0,6.0,2.0,0.0,6.0,True,5.0,2.0,2.0,0.0,4.5,0.0,0.0,1.0,0.0,6.0,2.5
2393,2393,2020fc8e,1.0,0,0.0,7.666666666666668,False,0.0,0.0,24.0,0.0,7.0,8.0,0.0,9.0,True,3.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,23.0,2.0
2394,2394,20211f4d,2.0,0,0.0,2.0,False,0.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0,True,11.0,0.0,2.0,0.0,7.0,0.0,11.0,3.0,0.0,6.0,4.0
2395,2395,2025929e,1.6666666666666667,0,0.0,2.6666666666666665,True,14.0,2.0,3.0,4.0,2.0,0.0,0.0,13.0,True,8.0,5.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,16.0,2.5
2396,2396,2027f819,2.6,0,0.16666666666666666,5.0,True,3.0,2.0,69.0,0.0,11.0,10.0,0.0,53.0,True,2.75,15.25,3.0,1.0,4.0,0.0,1.0,1.0,1.0,14.0,2.6
2397,2397,202bea0f,1.0,0,0.0,2.333333333333333,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,True,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0
2398,2398,2030cc15,2.0,0,0.0,6.875,True,12.0,19.0,24.0,1.0,16.0,18.0,0.0,21.0,True,2.0,4.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,55.0,2.0
2399,2399,203297ab,1.0,1,0.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2400,2400,2033072b,2.6666666666666665,0,0.3333333333333333,8.727272727272727,True,65.0,33.0,3.0,4.0,34.0,26.0,0.0,37.0,True,3.5,1.6666666666666667,1.0,1.0,2.333333333333333,0.0,1.6666666666666667,3.0,0.0,24.0,2.0
2401,2401,2037e0ea,3.8333333333333335,0,0.0,10.68421052631579,True,101.0,11.0,90.0,0.0,148.0,22.0,3.0,32.0,True,3.2857142857142856,1.25,2.0,0.0,1.8333333333333333,0.0,1.0,0.0,0.0,25.375,2.875
2402,2402,203ba219,2.0,0,0.0,1.1428571428571428,True,0.0,7.0,2.0,0.0,2.0,4.0,0.0,3.0,True,4.0,6.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,1.0
2403,2403,203dda70,2.5,0,0.0,4.428571428571429,True,4.0,21.0,1.0,0.0,14.0,6.0,0.0,12.0,True,5.0,2.0,1.0,0.0,3.0,0.0,4.5,8.0,0.0,15.5,2.5
2404,2404,20420a9a,2.0,0,0.16666666666666666,2.0,True,0.0,1.0,17.0,0.0,5.0,0.0,0.0,13.0,True,5.0,10.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,14.0,2.0
2405,2405,2043bb91,1.6,0,0.0,5.0,True,11.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,True,3.0,5.0,1.0,0.0,3.0,0.0,2.6666666666666665,2.5,0.0,5.0,2.6666666666666665
2406,2406,2046e217,2.0,0,0.0,4.3,True,40.0,1.0,3.0,7.0,4.0,14.0,0.0,20.0,True,2.5,3.5,1.0,0.0,1.6666666666666667,0.0,1.3333333333333333,0.0,0.0,21.5,1.3333333333333333
2407,2407,2047aa28,1.0,0,0.0,1.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2408,2408,2047c93f,1.0,0,0.0,2.0,False,15.0,0.0,1.0,5.0,1.0,1.0,0.0,9.0,True,4.5,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0
2409,2409,204a563f,1.0,0,0.0,1.0,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2410,2410,204c6569,1.0,0,0.0,1.4615384615384617,False,0.0,13.0,3.0,0.0,2.0,6.0,0.0,13.0,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,19.0,1.0
2411,2411,204d58cd,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2412,2412,204e47b0,1.0,0,0.0,2.6666666666666665,True,1.0,2.0,18.0,0.0,10.0,3.0,0.0,12.0,True,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0
2413,2413,204f8126,1.0,0,0.0,2.25,False,1.0,5.0,3.0,0.0,5.0,1.0,0.0,3.0,True,3.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,9.0,1.0
2414,2414,2050e4a0,1.0,0,0.0,7.333333333333332,True,19.0,0.0,4.0,3.0,4.0,6.0,0.0,10.0,True,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,22.0,1.0
2415,2415,2051187a,1.0,0,0.0,6.5,False,0.0,0.0,13.0,0.0,6.0,2.0,2.0,3.0,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0
2416,2416,20552ef0,2.0,0,0.0,3.0,True,1.0,21.0,2.0,0.0,8.0,4.0,0.0,19.0,True,3.0,19.0,1.0,0.0,2.0,0.0,2.0,34.0,0.0,30.0,2.0
2417,2417,2055d172,2.7142857142857144,0,0.16666666666666666,2.5,True,6.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,True,1.75,2.8,0.0,1.0,1.0,0.0,1.75,0.0,0.0,1.6666666666666667,1.9
2418,2418,2059dc18,1.0,0,0.0,4.181818181818182,True,44.0,0.0,49.0,0.0,38.0,26.0,0.0,29.0,True,2.0,38.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,92.0,1.0
2419,2419,205a9d8b,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2420,2420,205d9c1a,2.8,1,0.3333333333333333,5.25,False,0.0,0.0,24.0,0.0,0.0,1.0,0.0,23.0,True,4.333333333333333,0.0,1.0,2.0,1.0,0.0,1.5,9.0,0.0,7.0,4.666666666666667
2421,2421,205e690a,2.0,0,0.0,4.421052631578949,True,48.0,7.0,33.0,6.0,7.0,10.0,0.0,65.0,True,4.0,4.0,2.0,0.0,3.333333333333333,0.0,1.0,3.0,0.0,28.0,3.333333333333333
2422,2422,2064f13a,2.0,0,0.16666666666666666,2.333333333333333,True,9.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,True,2.333333333333333,2.0,2.0,1.0,4.5,0.0,4.0,7.0,1.0,2.333333333333333,3.5
2423,2423,20687938,1.0,0,0.0,2.0,False,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2424,2424,206d8a37,2.0,0,0.16666666666666666,2.230769230769231,True,14.0,0.0,18.0,2.0,3.0,5.0,0.0,22.0,True,2.4,5.0,2.0,1.0,2.333333333333333,0.0,2.333333333333333,2.0,0.0,4.833333333333333,2.0
2425,2425,206dfec6,2.0,0,0.0,5.0,False,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,True,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0
2426,2426,20780e7c,1.25,0,0.0,3.0,False,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,True,3.5,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.5,2.5
2427,2427,207a076e,1.0,0,0.0,3.0,False,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,True,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0
2428,2428,207af6fc,1.0,0,0.0,3.0,False,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,True,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
2429,2429,207e47e4,1.0,0,0.16666666666666666,3.6666666666666665,True,5.0,0.0,8.0,5.0,0.0,0.0,0.0,8.0,True,7.0,7.0,1.0,1.0,6.0,0.0,6.0,1.0,0.0,11.0,2.0
2430,2430,2083e4be,1.5,0,0.0,4.821428571428571,True,44.0,82.0,122.0,2.0,59.0,125.0,0.0,86.0,True,3.5,7.5,2.0,0.0,3.5,0.0,1.5,10.0,0.0,135.0,3.0
2431,2431,20873140,1.0,0,0.0,2.75,True,0.0,19.0,4.0,0.0,3.0,3.0,0.0,17.0,True,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,22.0,2.0
2432,2432,2087964e,1.0,0,0.0,1.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
2433,2433,2087c9c2,1.0,0,0.0,2.0,False,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,True,2.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0
2434,2434,208902d3,1.0,0,0.0,1.0,False,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2435,2435,208c392a,1.0,0,0.0,2.875,True,10.0,1.0,16.0,0.0,4.0,1.0,0.0,22.0,True,6.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.5
2436,2436,208cf5cb,1.0,0,0.0,1.0,False,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2437,2437,20941cb7,1.5,0,0.0,3.25,False,11.0,0.0,3.0,0.0,5.0,7.0,0.0,2.0,True,1.0,0.0,1.0,0.0,1.5,0.0,1.0,2.0,0.0,4.333333333333333,1.0
2438,2438,2094ecb2,1.4,0,0.0,3.0,True,0.0,13.0,8.0,0.0,6.0,4.0,0.0,15.0,True,0.0,11.666666666666664,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.75
2439,2439,20950506,2.6,1,0.0,3.2424242424242418,True,0.0,40.0,48.0,0.0,33.0,34.0,0.0,40.0,True,0.0,16.0,0.0,0.0,4.5,0.0,2.6666666666666665,11.0,0.0,26.75,3.25
2440,2440,2096a3c4,1.3333333333333333,0,0.0,1.8,True,0.0,0.0,21.0,0.0,8.0,7.0,0.0,6.0,True,2.6666666666666665,5.666666666666668,1.5,0.0,2.6666666666666665,0.0,3.333333333333333,2.0,0.0,6.0,1.3333333333333333
2441,2441,209d0d12,1.6666666666666667,0,0.0,6.2,False,32.0,0.0,0.0,2.0,4.0,8.0,0.0,18.0,True,2.5,0.0,1.0,0.0,5.0,0.0,3.5,23.0,0.0,15.5,2.5
2442,2442,209e9ed6,1.75,0,0.0,9.31578947368421,True,3.0,0.0,175.0,1.0,66.0,31.0,0.0,80.0,True,7.0,28.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,177.0,7.0
2443,2443,20a5933c,4.666666666666667,0,0.0,17.818181818181817,True,197.0,0.0,0.0,0.0,43.0,61.0,0.0,93.0,True,0.0,2.0,1.0,0.0,2.0,0.0,1.6666666666666667,0.0,0.0,19.6,2.1538461538461537
2444,2444,20a7ceeb,1.0,0,0.0,2.5,True,16.0,0.0,0.0,2.0,0.0,3.0,0.0,11.0,True,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0
2445,2445,20aa5848,1.0,0,0.0,1.8571428571428568,True,0.0,6.0,4.0,0.0,0.0,0.0,0.0,14.0,True,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0
2446,2446,20ab9441,1.0,0,0.0,5.0,False,6.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,True,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0
2447,2447,20b1cd4f,3.0,0,0.0,3.333333333333333,True,9.0,0.0,12.0,0.0,7.0,7.0,0.0,7.0,True,0.0,8.0,1.0,0.0,1.5,0.0,3.0,0.0,0.0,20.0,3.0
2448,2448,20b8bf79,1.6666666666666667,0,0.0,2.5,False,0.0,0.0,7.0,0.0,0.0,3.0,0.0,4.0,True,1.6666666666666667,0.0,1.0,0.0,1.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,1.6666666666666667
2449,2449,20bf067a,3.571428571428572,0,0.16666666666666666,6.2,False,0.0,0.0,37.0,0.0,1.0,0.0,0.0,36.0,True,9.6,0.0,2.5,1.0,4.0,0.0,2.5,0.0,0.0,6.2,2.5
2450,2450,20c12f28,1.0,0,0.0,7.0,False,8.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0
2451,2451,20c5599e,1.0,0,0.0,5.833333333333332,True,28.0,5.0,2.0,2.0,21.0,3.0,0.0,9.0,True,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,35.0,2.0
2452,2452,20c9c78f,1.0,0,0.0,1.0,False,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2453,2453,20d368e6,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2454,2454,20d42c68,1.0,0,0.0,3.333333333333333,True,0.0,5.0,6.0,0.0,6.0,1.0,0.0,4.0,True,0.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,2.0,10.0,1.0
2455,2455,20d8cae3,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2456,2456,20d93fb7,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2457,2457,20dace7f,2.1666666666666665,0,0.0,7.142857142857142,True,55.0,7.0,90.0,1.0,48.0,61.0,1.0,41.0,True,2.5,7.5,2.0,0.0,7.0,0.0,1.0,0.0,0.0,75.0,6.5
2458,2458,20dadf21,1.0,1,0.0,1.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2459,2459,20deb1e8,1.5,0,0.0,5.5,False,12.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,True,2.333333333333333,0.0,1.0,0.0,2.333333333333333,0.0,1.0,2.333333333333333,0.0,5.5,1.0
2460,2460,20e10e13,1.0,0,0.0,1.3333333333333333,True,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,True,1.0,5.5,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0
2461,2461,20e78c0f,1.5,0,0.0,4.333333333333333,False,13.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0,True,3.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,13.0,1.5
2462,2462,20e87f5e,1.0,0,0.0,1.0,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,False,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2463,2463,20f19665,1.0,0,0.0,2.0,False,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2464,2464,20f4576f,1.0,0,0.0,2.0,False,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,True,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
2465,2465,20f4c917,1.0,0,0.0,1.3333333333333333,False,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,True,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0
2466,2466,20f58ed2,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2467,2467,20f82c37,1.5,0,0.0,2.4285714285714284,True,0.0,1.0,13.0,0.0,2.0,4.0,0.0,11.0,True,2.25,4.333333333333333,0.0,0.0,1.5,0.0,1.6666666666666667,0.0,0.0,4.25,1.5
2468,2468,20f93d54,1.8,0,0.0,6.5,True,14.0,0.0,55.0,4.0,46.0,2.0,0.0,17.0,True,3.333333333333333,8.25,4.0,0.0,3.4,0.0,2.75,2.6666666666666665,0.0,21.66666666666667,1.8
2469,2469,20f9da7d,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2470,2470,20fe380b,1.0,0,0.0,1.0,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2471,2471,2101b7ea,1.0,0,0.0,3.0,False,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
2472,2472,2102079c,1.0,0,0.0,2.5,True,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,True,2.0,15.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,1.0
2473,2473,2102cb09,3.0,0,0.0,5.428571428571429,True,2.0,8.0,66.0,2.0,20.0,20.0,1.0,34.0,True,2.571428571428572,13.142857142857142,1.0,0.0,3.0,0.0,2.2857142857142856,2.0,0.0,8.444444444444445,2.0
2474,2474,2105d8f6,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2475,2475,210774b8,1.3333333333333333,0,0.0,2.5,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
2476,2476,210fd6d9,1.0,1,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2477,2477,21130ceb,1.25,1,0.0,5.8,False,29.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0,True,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,29.0,2.5
2478,2478,211def2f,1.0,0,0.0,2.0,False,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,True,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2479,2479,2121e014,2.0,0,0.0,9.6,True,37.0,0.0,12.0,7.0,1.0,15.0,0.0,26.0,True,0.0,3.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,3.0
2480,2480,212454da,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2481,2481,21263bea,1.0,0,0.0,3.0,False,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
2482,2482,2127f4a2,1.0,0,0.0,1.0,False,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2483,2483,212ae1ad,2.0,0,0.0,2.0,False,8.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0
2484,2484,212c0657,1.0,0,0.0,5.0,False,11.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,True,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0
